sku,salesdate,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price
File Folders SKU 21,2022-04-10,17.99,1,18.0,4.0,7.0,3.0,3.0,1.0,24.71,,,,,24.71,24.71,,14.99,23.99
File Folders SKU 21,2022-04-11,17.89,17,304.0,75.0,112.0,46.0,4.0,67.0,24.77,,,,,24.77,24.77,,14.99,23.99
File Folders SKU 21,2022-04-12,17.89,12,215.0,53.0,79.0,32.0,7.0,44.0,24.77,,,,,24.77,24.77,,14.99,23.99
File Folders SKU 21,2022-04-13,17.89,10,179.0,44.0,66.0,27.0,7.0,35.0,24.77,,,,,24.77,24.77,,14.99,23.99
File Folders SKU 21,2022-04-14,17.79,4,71.0,18.0,26.0,11.0,5.0,11.0,24.77,,,,,24.77,24.77,,14.99,23.99
File Folders SKU 21,2022-04-15,17.89,5,89.0,22.0,33.0,13.0,2.0,19.0,24.77,,,,,24.77,24.77,,14.99,23.99
File Folders SKU 21,2022-04-16,17.99,5,90.0,22.0,33.0,14.0,8.0,13.0,24.77,,,,,24.77,24.77,,14.99,23.99
File Folders SKU 21,2022-04-17,17.99,3,54.0,13.0,20.0,8.0,4.0,9.0,24.77,,,,,24.77,24.77,,14.99,23.99
File Folders SKU 21,2022-04-18,17.89,8,143.0,36.0,53.0,21.0,4.0,29.0,24.77,,,,,24.77,24.77,356.0,14.99,23.99
File Folders SKU 21,2022-04-19,17.89,6,107.0,27.0,40.0,16.0,7.0,17.0,24.77,,,,,24.77,24.77,357.0,14.99,23.99
File Folders SKU 21,2022-04-20,17.99,13,234.0,58.0,86.0,35.0,2.0,53.0,24.77,,,,,24.77,24.77,543.0,14.99,23.99
File Folders SKU 21,2022-04-21,17.79,8,142.0,36.0,53.0,21.0,7.0,25.0,24.77,,,,,24.77,24.77,538.0,14.99,23.99
File Folders SKU 21,2022-04-22,17.99,8,144.0,36.0,53.0,22.0,6.0,27.0,24.77,,,,,24.77,24.77,529.0,14.99,23.99
File Folders SKU 21,2022-04-23,17.99,4,72.0,18.0,26.0,11.0,2.0,15.0,24.77,,,,,24.77,24.77,521.0,14.99,23.99
File Folders SKU 21,2022-04-24,17.99,11,198.0,49.0,73.0,30.0,14.0,32.0,24.77,,,,,24.77,24.77,502.0,14.99,23.99
File Folders SKU 21,2022-04-25,17.79,7,125.0,31.0,46.0,19.0,4.0,25.0,21.56,,,,,21.56,21.56,506.0,14.99,23.99
File Folders SKU 21,2022-04-26,17.89,22,394.0,98.0,145.0,59.0,8.0,84.0,21.56,,,,,21.56,21.56,699.0,14.99,23.99
File Folders SKU 21,2022-04-27,18.09,21,380.0,93.0,139.0,57.0,4.0,87.0,21.56,,,,,21.56,21.56,693.0,14.99,23.99
File Folders SKU 21,2022-04-28,18.89,12,227.0,53.0,79.0,34.0,4.0,57.0,21.56,,,,,21.56,21.56,683.0,14.99,23.99
File Folders SKU 21,2022-04-29,18.89,5,94.0,22.0,33.0,14.0,2.0,23.0,21.56,,,,,21.56,21.56,667.0,14.99,23.99
File Folders SKU 21,2022-04-30,18.79,4,75.0,18.0,26.0,11.0,1.0,19.0,21.56,,,,,21.56,21.56,642.0,14.99,23.99
File Folders SKU 21,2022-05-01,18.99,2,38.0,9.0,13.0,6.0,2.0,8.0,21.56,,,,,21.56,21.56,626.0,14.99,23.99
File Folders SKU 21,2022-05-02,18.99,4,76.0,18.0,26.0,11.0,1.0,20.0,21.56,,,,,21.56,21.56,622.0,14.99,23.99
File Folders SKU 21,2022-05-03,18.89,4,76.0,18.0,26.0,11.0,7.0,14.0,21.56,,,,,21.56,21.56,620.0,14.99,23.99
File Folders SKU 21,2022-05-04,18.99,3,57.0,13.0,20.0,9.0,3.0,12.0,21.56,,,,,21.56,21.56,614.0,14.99,23.99
File Folders SKU 21,2022-05-05,18.99,4,76.0,18.0,26.0,11.0,5.0,16.0,21.56,,,,,21.56,21.56,607.0,14.99,23.99
File Folders SKU 21,2022-05-06,18.89,8,151.0,36.0,53.0,23.0,2.0,37.0,21.56,,,,,21.56,21.56,603.0,14.99,23.99
File Folders SKU 21,2022-05-07,18.99,2,38.0,9.0,13.0,6.0,2.0,8.0,21.56,,,,,21.56,21.56,598.0,14.99,23.99
File Folders SKU 21,2022-05-08,18.99,6,114.0,27.0,40.0,17.0,3.0,27.0,21.56,,,,,21.56,21.56,596.0,14.99,23.99
File Folders SKU 21,2022-05-09,18.79,12,225.0,53.0,79.0,34.0,3.0,56.0,25.38,,,,,25.38,25.38,593.0,14.99,23.99
File Folders SKU 21,2022-05-10,18.69,6,112.0,27.0,40.0,17.0,7.0,21.0,25.38,,,,,25.38,25.38,588.0,14.99,23.99
File Folders SKU 21,2022-05-11,18.79,2,38.0,9.0,13.0,6.0,7.0,3.0,25.38,,,,,25.38,25.38,584.0,14.99,23.99
File Folders SKU 21,2022-05-12,18.99,1,19.0,4.0,7.0,3.0,6.0,-1.0,25.38,,,,,25.38,25.38,580.0,14.99,23.99
File Folders SKU 21,2022-05-13,18.89,4,76.0,18.0,26.0,11.0,2.0,19.0,25.38,,,,,25.38,25.38,565.0,14.99,23.99
File Folders SKU 21,2022-05-14,18.99,2,38.0,9.0,13.0,6.0,1.0,9.0,25.38,,,,,25.38,25.38,721.0,14.99,23.99
File Folders SKU 21,2022-05-15,18.99,5,95.0,22.0,33.0,14.0,1.0,25.0,25.38,,,,,25.38,25.38,719.0,14.99,23.99
File Folders SKU 21,2022-05-16,18.99,3,57.0,13.0,20.0,9.0,4.0,11.0,25.99,,,,,25.99,25.99,738.0,14.99,23.99
File Folders SKU 21,2022-05-17,18.99,12,228.0,53.0,79.0,34.0,3.0,59.0,25.99,,,,,25.99,25.99,737.0,14.99,23.99
File Folders SKU 21,2022-05-18,18.89,3,57.0,13.0,20.0,9.0,8.0,7.0,25.99,,,,,25.99,25.99,733.0,14.99,23.99
File Folders SKU 21,2022-05-19,18.89,6,113.0,27.0,40.0,17.0,6.0,23.0,25.99,,,,,25.99,25.99,724.0,14.99,23.99
File Folders SKU 21,2022-05-20,18.89,7,132.0,31.0,46.0,20.0,3.0,32.0,25.99,,,,,25.99,25.99,720.0,14.99,23.99
File Folders SKU 21,2022-05-21,0.0,0,0.0,0.0,0.0,0.0,3.0,-3.0,25.99,,,,,25.99,25.99,713.0,14.99,23.99
File Folders SKU 21,2022-05-22,18.99,1,19.0,4.0,7.0,3.0,1.0,4.0,25.99,,,,,25.99,25.99,706.0,14.99,23.99
File Folders SKU 21,2022-05-23,18.99,4,76.0,18.0,26.0,11.0,8.0,13.0,25.99,,,,,25.99,25.99,701.0,14.99,23.99
File Folders SKU 21,2022-05-24,18.49,10,185.0,44.0,66.0,28.0,8.0,39.0,25.99,,,,,25.99,25.99,699.0,14.99,23.99
File Folders SKU 21,2022-05-25,18.69,6,112.0,27.0,40.0,17.0,5.0,23.0,25.99,,,,,25.99,25.99,697.0,14.99,23.99
File Folders SKU 21,2022-05-26,18.89,12,227.0,53.0,79.0,34.0,5.0,56.0,25.99,,,,,25.99,25.99,692.0,14.99,23.99
File Folders SKU 21,2022-05-27,18.99,10,190.0,44.0,66.0,28.0,5.0,47.0,25.99,,,,,25.99,25.99,687.0,14.99,23.99
File Folders SKU 21,2022-05-28,18.99,4,76.0,18.0,26.0,11.0,2.0,19.0,25.99,,,,,25.99,25.99,671.0,14.99,23.99
File Folders SKU 21,2022-05-29,18.99,3,57.0,13.0,20.0,9.0,3.0,12.0,25.99,,,,,25.99,25.99,664.0,14.99,23.99
File Folders SKU 21,2022-05-30,18.99,2,38.0,9.0,13.0,6.0,0.0,10.0,25.99,,,,,25.99,25.99,646.0,14.99,23.99
File Folders SKU 21,2022-05-31,18.89,4,76.0,18.0,26.0,11.0,6.0,15.0,25.99,,,,,25.99,25.99,641.0,14.99,23.99
File Folders SKU 21,2022-06-01,18.59,20,372.0,89.0,132.0,56.0,6.0,89.0,25.99,,,,,25.99,25.99,639.0,14.99,23.99
File Folders SKU 21,2022-06-02,18.69,7,131.0,31.0,46.0,20.0,4.0,30.0,25.99,,,,,25.99,25.99,634.0,14.99,23.99
File Folders SKU 21,2022-06-03,18.99,6,114.0,27.0,40.0,17.0,2.0,28.0,25.99,,,,,25.99,25.99,619.0,14.99,23.99
File Folders SKU 21,2022-06-04,18.89,3,57.0,13.0,20.0,9.0,1.0,14.0,25.99,,,,,25.99,25.99,611.0,14.99,23.99
File Folders SKU 21,2022-06-05,18.99,5,95.0,22.0,33.0,14.0,2.0,24.0,25.99,,,,,25.99,25.99,605.0,14.99,23.99
File Folders SKU 21,2022-06-06,18.79,12,225.0,53.0,79.0,34.0,9.0,50.0,25.99,,,,,25.99,25.99,605.0,14.99,23.99
File Folders SKU 21,2022-06-07,18.79,8,150.0,36.0,53.0,22.0,7.0,32.0,25.99,,,,,25.99,25.99,584.0,14.99,23.99
File Folders SKU 21,2022-06-08,18.89,5,94.0,22.0,33.0,14.0,4.0,21.0,25.99,,,,,25.99,25.99,576.0,14.99,23.99
File Folders SKU 21,2022-06-09,18.79,9,169.0,40.0,59.0,25.0,7.0,38.0,25.99,,,,,25.99,25.99,568.0,14.99,23.99
File Folders SKU 21,2022-06-10,18.99,9,171.0,40.0,59.0,26.0,11.0,35.0,25.99,,,,,25.99,25.99,570.0,14.99,23.99
File Folders SKU 21,2022-06-11,18.99,2,38.0,9.0,13.0,6.0,2.0,8.0,25.99,,,,,25.99,25.99,565.0,14.99,23.99
File Folders SKU 21,2022-06-12,18.99,2,38.0,9.0,13.0,6.0,3.0,7.0,25.99,,,,,25.99,25.99,563.0,14.99,23.99
File Folders SKU 21,2022-06-13,18.79,19,357.0,84.0,125.0,54.0,7.0,87.0,25.99,,,,,25.99,25.99,559.0,14.99,23.99
File Folders SKU 21,2022-06-14,18.89,8,151.0,36.0,53.0,23.0,2.0,37.0,25.99,,,,,25.99,25.99,547.0,14.99,23.99
File Folders SKU 21,2022-06-15,18.79,4,75.0,18.0,26.0,11.0,7.0,13.0,25.99,,,,,25.99,25.99,533.0,14.99,23.99
File Folders SKU 21,2022-06-16,18.89,17,321.0,75.0,112.0,48.0,9.0,77.0,25.99,,,,,25.99,25.99,526.0,14.99,23.99
File Folders SKU 21,2022-06-17,18.99,3,57.0,13.0,20.0,9.0,2.0,13.0,25.99,,,,,25.99,25.99,522.0,14.99,23.99
File Folders SKU 21,2022-06-18,18.99,8,152.0,36.0,53.0,23.0,4.0,36.0,25.99,,,,,25.99,25.99,717.0,14.99,23.99
File Folders SKU 21,2022-06-19,18.99,4,76.0,18.0,26.0,11.0,4.0,17.0,25.99,,,,,25.99,25.99,736.0,14.99,23.99
File Folders SKU 21,2022-06-20,18.89,6,113.0,27.0,40.0,17.0,6.0,23.0,26.58,,,,,26.58,26.58,959.0,14.99,23.99
File Folders SKU 21,2022-06-21,18.89,14,264.0,62.0,92.0,40.0,3.0,67.0,26.58,,,,,26.58,26.58,955.0,14.99,23.99
File Folders SKU 21,2022-06-22,18.99,5,95.0,22.0,33.0,14.0,3.0,23.0,26.58,,,,,26.58,26.58,952.0,14.99,23.99
File Folders SKU 21,2022-06-23,18.99,4,76.0,18.0,26.0,11.0,3.0,18.0,26.58,,,,,26.58,26.58,1091.0,14.99,23.99
File Folders SKU 21,2022-06-24,18.69,3,56.0,13.0,20.0,8.0,2.0,13.0,26.58,,,,,26.58,26.58,1151.0,14.99,23.99
File Folders SKU 21,2022-06-25,18.99,2,38.0,9.0,13.0,6.0,2.0,8.0,26.58,,,,,26.58,26.58,1145.0,14.99,23.99
File Folders SKU 21,2022-06-26,18.99,1,19.0,4.0,7.0,3.0,3.0,2.0,26.58,,,,,26.58,26.58,1139.0,14.99,23.99
File Folders SKU 21,2022-06-27,18.99,4,76.0,18.0,26.0,11.0,6.0,15.0,26.58,,,,,26.58,26.58,1134.0,14.99,23.99
File Folders SKU 21,2022-06-28,18.89,12,227.0,53.0,79.0,34.0,9.0,52.0,26.58,,,,,26.58,26.58,1133.0,14.99,23.99
File Folders SKU 21,2022-06-29,18.89,11,208.0,49.0,73.0,31.0,3.0,52.0,26.58,,,,,26.58,26.58,1132.0,14.99,23.99
File Folders SKU 21,2022-06-30,18.89,8,151.0,36.0,53.0,23.0,2.0,37.0,26.58,,,,,26.58,26.58,1127.0,14.99,23.99
File Folders SKU 21,2022-07-01,18.89,9,170.0,40.0,59.0,26.0,3.0,42.0,26.58,,,,,26.58,26.58,1115.0,14.99,23.99
File Folders SKU 21,2022-07-02,18.99,2,38.0,9.0,13.0,6.0,2.0,8.0,26.58,,,,,26.58,26.58,1104.0,14.99,23.99
File Folders SKU 21,2022-07-03,18.99,3,57.0,13.0,20.0,9.0,1.0,14.0,26.58,,,,,26.58,26.58,1098.0,14.99,23.99
File Folders SKU 21,2022-07-04,18.99,7,133.0,31.0,46.0,20.0,2.0,34.0,26.58,,,,,26.58,26.58,1094.0,14.99,23.99
File Folders SKU 21,2022-07-05,18.99,14,266.0,62.0,92.0,40.0,9.0,63.0,26.58,,,,,26.58,26.58,1084.0,14.99,23.99
File Folders SKU 21,2022-07-06,18.99,10,190.0,44.0,66.0,28.0,6.0,46.0,26.58,,,,,26.58,26.58,,14.99,23.99
File Folders SKU 21,2022-07-07,18.99,11,209.0,49.0,73.0,31.0,9.0,47.0,26.58,,,,,26.58,26.58,1076.0,14.99,23.99
File Folders SKU 21,2022-07-08,18.99,7,133.0,31.0,46.0,20.0,5.0,31.0,26.58,,,,,26.58,26.58,1058.0,14.99,23.99
File Folders SKU 21,2022-07-09,18.99,5,95.0,22.0,33.0,14.0,3.0,23.0,26.58,,,,,26.58,26.58,1047.0,14.99,23.99
File Folders SKU 21,2022-07-10,17.89,18,322.0,80.0,119.0,48.0,7.0,68.0,26.58,,,,,26.58,26.58,1030.0,14.99,23.99
File Folders SKU 21,2022-07-11,18.99,12,228.0,53.0,79.0,34.0,7.0,55.0,28.15,,,,,28.15,28.15,1012.0,14.99,23.99
File Folders SKU 21,2022-07-12,18.99,16,304.0,71.0,106.0,46.0,16.0,65.0,28.15,,,,,28.15,28.15,1007.0,14.99,23.99
File Folders SKU 21,2022-07-13,18.99,20,380.0,89.0,132.0,57.0,15.0,87.0,28.15,,,,,28.15,28.15,993.0,14.99,23.99
File Folders SKU 21,2022-07-14,18.89,12,227.0,53.0,79.0,34.0,8.0,53.0,28.15,,,,,28.15,28.15,978.0,14.99,23.99
File Folders SKU 21,2022-07-15,18.79,18,338.0,80.0,119.0,51.0,7.0,81.0,28.15,,,,,28.15,28.15,960.0,14.99,23.99
File Folders SKU 21,2022-07-16,18.99,5,95.0,22.0,33.0,14.0,5.0,21.0,28.15,,,,,28.15,28.15,957.0,14.99,23.99
File Folders SKU 21,2022-07-17,18.99,6,114.0,27.0,40.0,17.0,4.0,26.0,28.15,,,,,28.15,28.15,949.0,14.99,23.99
File Folders SKU 21,2022-07-18,18.49,33,610.0,147.0,218.0,92.0,7.0,146.0,25.99,,,,,25.99,25.99,937.0,14.99,23.99
File Folders SKU 21,2022-07-19,18.99,17,323.0,75.0,112.0,48.0,10.0,78.0,25.99,,,,,25.99,25.99,918.0,14.99,23.99
File Folders SKU 21,2022-07-20,18.99,12,228.0,53.0,79.0,34.0,5.0,57.0,25.99,,,,,25.99,25.99,897.0,14.99,23.99
File Folders SKU 21,2022-07-21,18.89,17,321.0,75.0,112.0,48.0,10.0,76.0,25.99,,,,,25.99,25.99,878.0,14.99,23.99
File Folders SKU 21,2022-07-22,18.89,3,57.0,13.0,20.0,9.0,4.0,11.0,25.99,,,,,25.99,25.99,858.0,14.99,23.99
File Folders SKU 21,2022-07-23,18.99,6,114.0,27.0,40.0,17.0,6.0,24.0,25.99,,,,,25.99,25.99,839.0,14.99,23.99
File Folders SKU 21,2022-07-24,18.99,5,95.0,22.0,33.0,14.0,8.0,18.0,25.99,,,,,25.99,25.99,827.0,14.99,23.99
File Folders SKU 21,2022-07-25,18.89,14,264.0,62.0,92.0,40.0,6.0,64.0,28.15,,,,,28.15,28.15,821.0,14.99,23.99
File Folders SKU 21,2022-07-26,18.89,15,283.0,67.0,99.0,42.0,9.0,66.0,28.15,,,,,28.15,28.15,1032.0,14.99,23.99
File Folders SKU 21,2022-07-27,18.59,36,669.0,160.0,238.0,100.0,7.0,164.0,28.15,,,,,28.15,28.15,1024.0,14.99,23.99
File Folders SKU 21,2022-07-28,18.89,21,397.0,93.0,139.0,60.0,5.0,100.0,28.15,,,,,28.15,28.15,1016.0,14.99,23.99
File Folders SKU 21,2022-07-29,18.79,19,357.0,84.0,125.0,54.0,5.0,89.0,28.15,,,,,28.15,28.15,991.0,14.99,23.99
File Folders SKU 21,2022-07-30,18.99,19,361.0,84.0,125.0,54.0,7.0,91.0,28.15,,,,,28.15,28.15,966.0,14.99,23.99
File Folders SKU 21,2022-07-31,18.99,6,114.0,27.0,40.0,17.0,5.0,25.0,28.15,,,,,28.15,28.15,951.0,14.99,23.99
File Folders SKU 21,2022-08-01,18.59,23,428.0,102.0,152.0,64.0,7.0,103.0,28.15,,,,,28.15,28.15,948.0,14.99,23.99
File Folders SKU 21,2022-08-02,18.99,25,475.0,111.0,165.0,71.0,9.0,119.0,28.15,,,,,28.15,28.15,926.0,14.99,23.99
File Folders SKU 21,2022-08-03,18.99,19,361.0,84.0,125.0,54.0,14.0,84.0,28.15,,,,,28.15,28.15,918.0,14.99,23.99
File Folders SKU 21,2022-08-04,18.99,40,760.0,178.0,264.0,114.0,9.0,195.0,28.15,,,,,28.15,28.15,902.0,14.99,23.99
File Folders SKU 21,2022-08-05,18.89,19,359.0,84.0,125.0,54.0,8.0,88.0,28.15,,,,,28.15,28.15,876.0,14.99,23.99
File Folders SKU 21,2022-08-06,18.99,10,190.0,44.0,66.0,28.0,4.0,48.0,28.15,,,,,28.15,28.15,840.0,14.99,23.99
File Folders SKU 21,2022-08-07,18.99,8,152.0,36.0,53.0,23.0,2.0,38.0,28.15,,,,,28.15,28.15,812.0,14.99,23.99
File Folders SKU 21,2022-08-08,18.89,28,529.0,124.0,185.0,79.0,12.0,129.0,28.14,,,,,28.14,28.14,796.0,14.99,23.99
File Folders SKU 21,2022-08-09,18.79,29,545.0,129.0,191.0,82.0,9.0,134.0,28.14,,,,,28.14,28.14,785.0,14.99,23.99
File Folders SKU 21,2022-08-10,18.79,29,545.0,129.0,191.0,82.0,13.0,130.0,28.14,,,,,28.14,28.14,768.0,14.99,23.99
File Folders SKU 21,2022-08-11,18.99,29,551.0,129.0,191.0,83.0,8.0,140.0,28.14,,,,,28.14,28.14,736.0,14.99,23.99
File Folders SKU 21,2022-08-12,18.99,12,228.0,53.0,79.0,34.0,9.0,53.0,28.14,,,,,28.14,28.14,717.0,14.99,23.99
File Folders SKU 21,2022-08-13,18.99,10,190.0,44.0,66.0,28.0,2.0,50.0,28.14,,,,,28.14,28.14,692.0,14.99,23.99
File Folders SKU 21,2022-08-14,18.99,10,190.0,44.0,66.0,28.0,5.0,47.0,28.14,,,,,28.14,28.14,667.0,14.99,23.99
File Folders SKU 21,2022-08-15,18.89,22,416.0,98.0,145.0,62.0,11.0,100.0,28.14,,,,,28.14,28.14,653.0,14.99,23.99
File Folders SKU 21,2022-08-16,18.99,25,475.0,111.0,165.0,71.0,10.0,118.0,28.14,,,,,28.14,28.14,640.0,14.99,23.99
File Folders SKU 21,2022-08-17,18.89,11,208.0,49.0,73.0,31.0,6.0,49.0,28.14,,,,,28.14,28.14,620.0,14.99,23.99
File Folders SKU 21,2022-08-18,18.89,11,208.0,49.0,73.0,31.0,9.0,46.0,28.14,,,,,28.14,28.14,592.0,14.99,23.99
File Folders SKU 21,2022-08-19,18.79,20,376.0,89.0,132.0,56.0,10.0,89.0,28.14,,,,,28.14,28.14,574.0,14.99,23.99
File Folders SKU 21,2022-08-20,18.99,5,95.0,22.0,33.0,14.0,2.0,24.0,28.14,,,,,28.14,28.14,558.0,14.99,23.99
File Folders SKU 21,2022-08-21,18.99,15,285.0,67.0,99.0,43.0,9.0,67.0,28.14,,,,,28.14,28.14,550.0,14.99,23.99
